2024-05-01 15:50:57,373 DEBUG   HandlerThread:16636 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.19045-SP0', 'python': '3.10.9', 'heartbeatAt': '2024-05-01T13:50:57.154348', 'startedAt': '2024-05-01T13:50:56.125303', 'docker': None, 'cuda': None, 'args': ('train', 'configs/config.cfg', '--output', 'training/', '--paths.train', 'corpus/train.spacy', '--paths.dev', 'corpus/dev.spacy'), 'state': 'running', 'program': '-m spacy.__main__', 'codePathLocal': None, 'git': {'remote': 'https://github.com/marcottemickyncrea/PCO.git', 'commit': '3481a41ef2f6d16a30e949b00fd6b3482331e08d'}, 'email': '120030827+marcottemickyncrea@users.noreply.github.com', 'root': 'C:/PCO', 'host': 'UTILISA-P582G81', 'username': 'utilisateur', 'executable': 'c:\\PCO\\.venv\\Scripts\\python.exe', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 2396.0, 'min': 0.0, 'max': 2496.0}, 'cpu_freq_per_core': [{'current': 2396.0, 'min': 0.0, 'max': 2496.0}], 'disk': {'/': {'total': 235.47655868530273, 'used': 231.62303924560547}}, 'memory': {'total': 15.858863830566406}}
2024-05-01 15:50:57,373 INFO    HandlerThread:16636 [system_monitor.py:probe():224] Finished collecting system info
2024-05-01 15:50:57,373 INFO    HandlerThread:16636 [system_monitor.py:probe():227] Publishing system info
2024-05-01 15:50:57,375 INFO    HandlerThread:16636 [system_monitor.py:probe():229] Finished publishing system info
2024-05-01 15:50:57,410 DEBUG   SenderThread:16636 [sender.py:send():379] send: files
2024-05-01 15:50:57,410 INFO    SenderThread:16636 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-01 15:50:57,915 INFO    Thread-17 :16636 [dir_watcher.py:_on_file_created():271] file/dir created: c:\PCO\generate_model\wandb\run-20240501_155056-xzdqy7d8\files\wandb-metadata.json
2024-05-01 15:50:58,022 INFO    wandb-upload_0:16636 [upload_job.py:push():131] Uploaded file C:\Users\UTILIS~1\AppData\Local\Temp\tmpfbmybnk0wandb\gonjkldj-wandb-metadata.json
2024-05-01 15:50:58,415 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: python_packages
2024-05-01 15:50:58,417 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: python_packages
2024-05-01 15:50:58,418 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:50:58,420 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 15:50:58,421 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:50:58,577 DEBUG   SenderThread:16636 [sender.py:send():379] send: telemetry
2024-05-01 15:50:58,815 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: log_artifact
2024-05-01 15:50:58,815 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: log_artifact
2024-05-01 15:50:58,926 INFO    Thread-17 :16636 [dir_watcher.py:_on_file_created():271] file/dir created: c:\PCO\generate_model\wandb\run-20240501_155056-xzdqy7d8\files\output.log
2024-05-01 15:50:58,926 INFO    Thread-17 :16636 [dir_watcher.py:_on_file_created():271] file/dir created: c:\PCO\generate_model\wandb\run-20240501_155056-xzdqy7d8\files\requirements.txt
2024-05-01 15:51:00,569 INFO    wandb-upload_1:16636 [upload_job.py:push():89] Uploaded file C:\Users\utilisateur\AppData\Local\wandb\wandb\artifacts\staging\tmp60luwt_h
2024-05-01 15:51:00,712 INFO    wandb-upload_0:16636 [upload_job.py:push():89] Uploaded file C:\Users\utilisateur\AppData\Local\wandb\wandb\artifacts\staging\tmpu49rtudg
2024-05-01 15:51:00,873 INFO    wandb-upload_2:16636 [upload_job.py:push():89] Uploaded file C:\Users\utilisateur\AppData\Local\wandb\wandb\artifacts\staging\tmpte1cpf2g
2024-05-01 15:51:00,947 INFO    Thread-17 :16636 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\PCO\generate_model\wandb\run-20240501_155056-xzdqy7d8\files\output.log
2024-05-01 15:51:01,573 INFO    SenderThread:16636 [sender.py:send_request_log_artifact():1456] logged artifact dataset - {'id': 'QXJ0aWZhY3Q6ODE3MTg2ODcx', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE2OTE0NjY4Nw==', 'latestArtifact': None}}
2024-05-01 15:51:01,573 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:51:06,620 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:51:11,660 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:51:13,420 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:51:13,421 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:51:13,436 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 15:51:16,218 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: partial_history
2024-05-01 15:51:16,220 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: partial_history
2024-05-01 15:51:16,221 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: partial_history
2024-05-01 15:51:16,224 DEBUG   SenderThread:16636 [sender.py:send():379] send: history
2024-05-01 15:51:16,225 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: summary_record
2024-05-01 15:51:16,228 INFO    SenderThread:16636 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-01 15:51:16,229 DEBUG   SenderThread:16636 [sender.py:send():379] send: history
2024-05-01 15:51:16,230 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: summary_record
2024-05-01 15:51:16,231 INFO    SenderThread:16636 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-01 15:51:16,232 DEBUG   SenderThread:16636 [sender.py:send():379] send: history
2024-05-01 15:51:16,233 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: summary_record
2024-05-01 15:51:16,233 INFO    SenderThread:16636 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-01 15:51:17,186 INFO    Thread-17 :16636 [dir_watcher.py:_on_file_created():271] file/dir created: c:\PCO\generate_model\wandb\run-20240501_155056-xzdqy7d8\files\wandb-summary.json
2024-05-01 15:51:17,252 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:51:19,248 INFO    Thread-17 :16636 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\PCO\generate_model\wandb\run-20240501_155056-xzdqy7d8\files\output.log
2024-05-01 15:51:22,390 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:51:27,453 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:51:28,330 INFO    Thread-17 :16636 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\PCO\generate_model\wandb\run-20240501_155056-xzdqy7d8\files\config.yaml
2024-05-01 15:51:28,440 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:51:28,440 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:51:28,452 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 15:51:32,797 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:51:37,830 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:51:42,917 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:51:43,454 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:51:43,454 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 15:51:43,458 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:51:48,737 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:51:53,776 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:51:57,197 DEBUG   SystemMonitor:16636 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-01 15:51:57,198 DEBUG   SenderThread:16636 [sender.py:send():379] send: stats
2024-05-01 15:51:58,466 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:51:58,467 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 15:51:58,469 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:51:59,691 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:52:04,726 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:52:09,770 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:52:13,475 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 15:52:13,491 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:52:13,491 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:52:15,735 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:52:20,785 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:52:25,990 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:52:27,201 DEBUG   SenderThread:16636 [sender.py:send():379] send: stats
2024-05-01 15:52:28,500 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 15:52:28,519 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:52:28,523 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:52:31,932 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:52:36,983 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:52:42,035 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:52:43,561 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:52:43,561 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:52:43,588 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 15:52:47,821 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:52:52,885 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:52:57,213 DEBUG   SenderThread:16636 [sender.py:send():379] send: stats
2024-05-01 15:52:58,217 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:52:58,560 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:52:58,561 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:52:58,602 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 15:53:03,853 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:53:08,890 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:53:13,557 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:53:13,558 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:53:13,648 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 15:53:14,789 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:53:19,861 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:53:24,927 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:53:27,216 DEBUG   SenderThread:16636 [sender.py:send():379] send: stats
2024-05-01 15:53:28,567 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:53:28,568 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:53:28,673 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 15:53:30,770 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:53:35,829 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:53:40,879 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:53:43,568 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:53:43,569 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:53:43,664 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 15:53:46,827 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:53:51,878 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:53:56,947 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:53:57,219 DEBUG   SenderThread:16636 [sender.py:send():379] send: stats
2024-05-01 15:53:58,567 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:53:58,568 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:53:58,676 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 15:53:59,481 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: partial_history
2024-05-01 15:53:59,482 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: partial_history
2024-05-01 15:53:59,482 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: partial_history
2024-05-01 15:53:59,484 DEBUG   SenderThread:16636 [sender.py:send():379] send: history
2024-05-01 15:53:59,485 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: summary_record
2024-05-01 15:53:59,485 INFO    SenderThread:16636 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-01 15:53:59,487 DEBUG   SenderThread:16636 [sender.py:send():379] send: history
2024-05-01 15:53:59,487 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: summary_record
2024-05-01 15:53:59,491 INFO    SenderThread:16636 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-01 15:53:59,492 DEBUG   SenderThread:16636 [sender.py:send():379] send: history
2024-05-01 15:53:59,493 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: summary_record
2024-05-01 15:53:59,494 INFO    SenderThread:16636 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-01 15:54:00,069 INFO    Thread-17 :16636 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\PCO\generate_model\wandb\run-20240501_155056-xzdqy7d8\files\wandb-summary.json
2024-05-01 15:54:02,100 INFO    Thread-17 :16636 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\PCO\generate_model\wandb\run-20240501_155056-xzdqy7d8\files\output.log
2024-05-01 15:54:02,520 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:54:07,567 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:54:12,610 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:54:13,581 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:54:13,582 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:54:13,695 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 15:54:17,877 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:54:22,970 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:54:27,231 DEBUG   SenderThread:16636 [sender.py:send():379] send: stats
2024-05-01 15:54:28,244 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:54:28,630 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:54:28,631 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:54:28,712 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 15:54:33,934 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:54:38,986 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:54:43,606 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:54:43,607 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:54:43,743 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 15:54:44,765 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:54:49,841 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:54:54,937 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:54:57,247 DEBUG   SenderThread:16636 [sender.py:send():379] send: stats
2024-05-01 15:54:58,621 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:54:58,622 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:54:58,756 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 15:55:00,822 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:55:05,858 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:55:10,911 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:55:13,609 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:55:13,610 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:55:13,816 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 15:55:15,984 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:55:21,115 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:55:26,262 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:55:27,253 DEBUG   SenderThread:16636 [sender.py:send():379] send: stats
2024-05-01 15:55:28,624 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:55:28,625 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:55:28,850 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 15:55:31,370 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:55:36,556 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:55:41,712 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 15:55:43,643 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 15:55:43,644 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 15:55:43,867 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 17:15:08,442 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 17:15:08,473 WARNING FileStreamThread:16636 [file_stream.py:request_with_retry():687] requests_with_retry encountered retryable exception: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')). func: functools.partial(<bound method Session.post of <requests.sessions.Session object at 0x0000017C1D882290>>, timeout=180.0), args: ('https://api.wandb.ai/files/mam14/my_spacy_project/xzdqy7d8/file_stream',), kwargs: {'json': {'complete': False, 'failed': False, 'dropped': 0, 'uploaded': []}}
2024-05-01 17:15:14,313 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 17:15:16,391 DEBUG   SenderThread:16636 [sender.py:send():379] send: stats
2024-05-01 17:15:17,695 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 17:15:17,695 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 17:15:17,992 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 17:15:19,709 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 17:15:24,951 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 17:15:30,017 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 17:15:32,752 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 17:15:32,757 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 17:15:33,043 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 17:15:35,936 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 17:15:41,169 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 17:15:46,252 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 17:15:46,401 DEBUG   SenderThread:16636 [sender.py:send():379] send: stats
2024-05-01 17:15:47,768 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 17:15:47,769 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 17:15:48,034 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 17:15:51,984 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 17:15:57,026 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 17:16:01,359 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: partial_history
2024-05-01 17:16:01,360 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: partial_history
2024-05-01 17:16:01,361 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: partial_history
2024-05-01 17:16:01,361 DEBUG   SenderThread:16636 [sender.py:send():379] send: history
2024-05-01 17:16:01,363 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: summary_record
2024-05-01 17:16:01,364 INFO    SenderThread:16636 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-01 17:16:01,365 DEBUG   SenderThread:16636 [sender.py:send():379] send: history
2024-05-01 17:16:01,365 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: summary_record
2024-05-01 17:16:01,366 INFO    SenderThread:16636 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-01 17:16:01,367 DEBUG   SenderThread:16636 [sender.py:send():379] send: history
2024-05-01 17:16:01,368 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: summary_record
2024-05-01 17:16:01,369 INFO    SenderThread:16636 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-05-01 17:16:01,507 INFO    Thread-17 :16636 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\PCO\generate_model\wandb\run-20240501_155056-xzdqy7d8\files\wandb-summary.json
2024-05-01 17:16:02,377 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
2024-05-01 17:16:02,786 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 17:16:02,791 DEBUG   SenderThread:16636 [sender.py:send_request():406] send_request: stop_status
2024-05-01 17:16:03,050 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-01 17:16:03,535 INFO    Thread-17 :16636 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\PCO\generate_model\wandb\run-20240501_155056-xzdqy7d8\files\output.log
2024-05-01 17:16:08,074 DEBUG   HandlerThread:16636 [handler.py:handle_request():146] handle_request: status_report
